公·央视频道,#genre#
CCTV-5 体育 体育 +,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8
CCTV-5 体育 体育 +,http://121.57.88.206:898/hls/18/index.m3u8
CCTV-5 体育 体育 +,http://173.208.212.130:8181/1080p/cctv5p.m3u8
CCTV-5 体育 体育 +,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv5p
CCTV-5 体育 体育 +,http://173.208.212.130:8181/720p/cctv5p.m3u8

CCTV-6 电影,http://207.56.13.146:81/cdnlive/cctv6.m3u8
CCTV-6 电影,http://222.140.13.12:1234/624878396
CCTV-6 电影,http://101.6.130.52:1234/624878396
CCTV-6 电影,http://121.57.88.206:898/hls/6/index.m3u8
CCTV-6 电影,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv6
CCTV-6 电影,http://173.208.212.130:8181/1080p/cctv6.m3u8
CCTV-6 电影,http://173.208.212.130:8181/720p/cctv6.m3u8
CCTV-6 电影,http://192.151.150.154/live/cctv6hd.m3u8

CCTV-7 国防军事,http://207.56.13.146:81/cdnlive/cctv7.m3u8
CCTV-7 国防军事,http://222.140.13.12:1234/673168121
CCTV-7 国防军事,http://101.6.130.52:1234/673168121
CCTV-7 国防军事,http://121.57.88.206:898/hls/7/index.m3u8
CCTV-7 国防军事,http://173.208.212.130:8181/720p/cctv7.m3u8
CCTV-7 国防军事,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv7
CCTV-7 国防军事,http://173.208.212.130:8181/1080p/cctv7.m3u8
CCTV-7 国防军事,http://204.12.221.218:8181/3m1080p/cctv7.m3u8

CCTV-8 电视剧,http://207.56.13.146:81/cdnlive/cctv8.m3u8
CCTV-8 电视剧,http://222.140.13.12:1234/624878356
CCTV-8 电视剧,http://121.57.88.206:898/hls/8/index.m3u8
CCTV-8 电视剧,http://101.6.130.52:1234/624878356
CCTV-8 电视剧,http://204.12.221.218:8181/3m1080p/cctv8.m3u8
CCTV-8 电视剧,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv8
CCTV-8 电视剧,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-8 电视剧,http://173.208.212.130:8181/720p/cctv8.m3u8

CCTV-8 电视剧 电视剧 K,http://173.208.212.130:8181/720p/cctv8k.m3u8
CCTV-8 电视剧 电视剧 K,http://192.151.150.154/live/cctv8k.m3u8

CCTV-9 纪录,http://207.56.13.146:81/cdnlive/cctv9.m3u8
CCTV-9 纪录,http://222.140.13.12:1234/673168140
CCTV-9 纪录,http://101.6.130.52:1234/673168140
CCTV-9 纪录,http://121.57.88.206:898/hls/9/index.m3u8
CCTV-9 纪录,http://173.208.212.130:8181/1080p/cctv9.m3u8
CCTV-9 纪录,http://173.208.212.130:8181/720p/cctv9.m3u8
CCTV-9 纪录,http://204.12.221.218:8181/3m1080p/cctv9.m3u8
CCTV-9 纪录,http://192.151.150.154/live/cctv9hd.m3u8

CCTV-10 科教,http://207.56.13.146:81/cdnlive/cctv10.m3u8
CCTV-10 科教,http://222.140.13.12:1234/624878405
CCTV-10 科教,http://101.6.130.52:1234/624878405
CCTV-10 科教,http://173.208.212.130:8181/720p/cctv10.m3u8
CCTV-10 科教,http://173.208.212.130:8181/1080p/cctv10.m3u8
CCTV-10 科教,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-10 科教,http://204.12.221.218:8181/3m1080p/cctv10.m3u8
CCTV-10 科教,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv10

CCTV-11 戏曲,http://207.56.13.146:81/cdnlive/cctv11.m3u8
CCTV-11 戏曲,http://222.140.13.12:1234/667987558
CCTV-11 戏曲,http://101.6.130.52:1234/667987558
CCTV-11 戏曲,http://121.57.88.206:898/hls/11/index.m3u8
CCTV-11 戏曲,http://173.208.212.130:8181/1080p/cctv11.m3u8
CCTV-11 戏曲,http://204.12.221.218:8181/3m1080p/cctv11.m3u8
CCTV-11 戏曲,http://173.208.212.130:8181/720p/cctv11.m3u8
CCTV-11 戏曲,http://192.151.150.154/live/cctv11hd.m3u8

CCTV-12 社会与法,http://207.56.13.146:81/cdnlive/cctv12.m3u8
CCTV-12 社会与法,http://222.140.13.12:1234/673168185
CCTV-12 社会与法,http://101.6.130.52:1234/673168185
CCTV-12 社会与法,http://173.208.212.130:8181/720p/cctv12.m3u8
CCTV-12 社会与法,http://173.208.212.130:8181/1080p/cctv12.m3u8
CCTV-12 社会与法,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-12 社会与法,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV-12 社会与法,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv12

CCTV-13 新闻,http://207.56.13.146:81/cdnlive/cctv13.m3u8
CCTV-13 新闻,http://222.140.13.12:1234/608807423
CCTV-13 新闻,http://101.6.130.52:1234/608807423
CCTV-13 新闻,http://173.208.212.130:8181/1080p/cctv13.m3u8
CCTV-13 新闻,http://173.208.212.130:8181/720p/cctv13.m3u8
CCTV-13 新闻,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-13 新闻,http://204.12.221.218:8181/3m1080p/cctv13.m3u8
CCTV-13 新闻,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv13

CCTV-14 少儿,http://207.56.13.146:81/cdnlive/cctv14.m3u8
CCTV-14 少儿,http://222.140.13.12:1234/624878440
CCTV-14 少儿,http://101.6.130.52:1234/624878440
CCTV-14 少儿,http://173.208.212.130:8181/1080p/cctv14.m3u8
CCTV-14 少儿,http://173.208.212.130:8181/720p/cctv14.m3u8
CCTV-14 少儿,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV-14 少儿,http://192.151.150.154/live/cctv14hd.m3u8
CCTV-14 少儿,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv14

CCTV-15 音乐,http://61.145.242.11:9088/hls/15/index.m3u8
CCTV-15 音乐,http://207.56.13.146:81/cdnlive/cctv15.m3u8
CCTV-15 音乐,http://222.140.13.12:1234/673168223
CCTV-15 音乐,http://101.6.130.52:1234/673168223
CCTV-15 音乐,http://173.208.212.130:8181/1080p/cctv15.m3u8
CCTV-15 音乐,http://192.151.150.154/live/cctv15hd.m3u8
CCTV-15 音乐,http://173.208.212.130:8181/720p/cctv15.m3u8
CCTV-15 音乐,http://204.12.221.218:8181/3m1080p/cctv15.m3u8

CCTV-16 奥林匹克,http://207.56.13.146:81/cdnlive/cctv16.m3u8
CCTV-16 奥林匹克,http://173.208.212.130:8181/1080p/cctv16.m3u8
CCTV-16 奥林匹克,http://173.208.212.130:8181/720p/cctv16.m3u8
CCTV-16 奥林匹克,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV-16 奥林匹克,http://121.57.88.206:898/hls/16/index.m3u8
CCTV-16 奥林匹克,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv16

CCTV-17 农业农村,http://207.56.13.146:81/cdnlive/cctv17.m3u8
CCTV-17 农业农村,http://222.140.13.12:1234/673168256
CCTV-17 农业农村,http://101.6.130.52:1234/673168256
CCTV-17 农业农村,http://121.57.88.206:898/hls/17/index.m3u8
CCTV-17 农业农村,http://173.208.212.130:8181/720p/cctv17.m3u8
CCTV-17 农业农村,http://173.208.212.130:8181/1080p/cctv17.m3u8
CCTV-17 农业农村,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv17
CCTV-17 农业农村,http://192.151.150.154/live/cctv17hd.m3u8

CCTV-世界地理,http://207.56.13.146:81/cdnlive/sjdl.m3u8
CCTV-世界地理,http://192.151.150.154/live/sjdl.m3u8

CCTV-兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
CCTV-兵器科技,http://192.151.150.154/live/gfjs.m3u8

CCTV-卫生健康,http://207.56.13.146:81/cdnlive/wsjk.m3u8
CCTV-卫生健康,http://192.151.150.154/live/wsjk.m3u8

CCTV-央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
CCTV-央视台球,http://173.208.212.130:8181/720p/ystq.m3u8
CCTV-央视台球,http://192.151.150.154/live/ystq.m3u8

CCTV-央视文化精品,http://207.56.13.146:81/cdnlive/ysjp.m3u8
CCTV-央视文化精品,http://192.151.150.154/live/ysjp.m3u8

CCTV-女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8
CCTV-女性时尚,http://192.151.150.154/live/nxss.m3u8

CCTV-怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8
CCTV-怀旧剧场,http://173.208.212.130:8181/720p/hjjc.m3u8
CCTV-怀旧剧场,http://192.151.150.154/live/hjjc.m3u8

CCTV-电视指南,http://192.151.150.154/live/dszn.m3u8

CCTV-第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8
CCTV-第一剧场,http://173.208.212.130:8181/720p/dyjc.m3u8
CCTV-第一剧场,http://192.151.150.154/live/dyjc.m3u8

CCTV-风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8
CCTV-风云剧场,http://192.151.150.154/live/fyjc.m3u8
CCTV-风云剧场,http://173.208.212.130:8181/720p/fyjc.m3u8

CCTV-风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
CCTV-风云足球,http://173.208.212.130:8181/720p/fyzq.m3u8
CCTV-风云足球,http://192.151.150.154/live/fyzq.m3u8

CCTV-风云音乐,http://207.56.13.146:81/cdnlive/fyyy.m3u8
CCTV-风云音乐,http://192.151.150.154/live/fyyy.m3u8
CCTV-风云音乐,http://173.208.212.130:8181/720p/fyyy.m3u8

CCTV-高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
CCTV-高尔夫网球,http://173.208.212.130:8181/720p/gefwq.m3u8
CCTV-高尔夫网球,http://192.151.150.154/live/gefwq.m3u8

CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8

CGTN,http://222.140.13.12:1234/609017205
CGTN,http://101.6.130.52:1234/609017205

CGTN俄语,http://222.140.13.12:1234/609006446
CGTN俄语,http://101.6.130.52:1234/609006446

CGTN外语纪录,http://222.140.13.12:1234/609006487
CGTN外语纪录,http://101.6.130.52:1234/609006487

CGTN法语,http://222.140.13.12:1234/609006476
CGTN法语,http://101.6.130.52:1234/609006476
CGTN法语,http://zqh2333.top:2222/rtp/239.93.55.50:5140

CGTN西班牙语,http://222.140.13.12:1234/609006450
CGTN西班牙语,http://101.6.130.52:1234/609006450

CGTN阿拉伯语,http://222.140.13.12:1234/609154345
CGTN阿拉伯语,http://101.6.130.52:1234/609154345


众·家庭频道,#genre#
1905电影网流金岁月,http://129.211.14.102:25000/1905.php?t=1&id=LIVEOYY31H24H48NE&token=www.9kds.com

1905电影网环球经典,http://129.211.14.102:25000/1905.php?t=1&id=LIVE8J4LTCXPI7QJ5_261&token=www.9kds.com

CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8

HBO喜剧,http://23.237.104.106:8080/USA_HBO_COMEDY/tracks-v1a1/mono.m3u8

NewTV家庭剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d

一年一度喜剧大赛,https://alicoccdncmnet-hd.inter.71edge.com/tslive/l1/c51_lb_728_300_t10/S2SosBg_68g057-zBj7nmfrgs91iP37_pf6vxKx85ogguLIU3CU8SW_Y7H-1PHvyi99Ii2JFYijxYOei6iZner8QzyvFSNdDHH4HKjClgQKWGTbBdcHKOCHdsU3b1N-BrKiw3S7j3SCX6dyCTs7rcy64zcIPximAOEVgehMq3yBKfCmtJcbxGNJTLBalpWxFnS9TqEPfTjxnpz6YXBKxsqktgAuvSZh0YMwgtqXXpGW4Acf6eDoCMetaXupxvOjeXiYwJ8PWE2EHCz8E5RUSVIkgzqdr0H_UCDMLBgDOxh9Fx5wQklSuDVjds1N736MIdknpyHFEh4FV_aYUv-nsSA/1dd9185f7c7a34c902ab9b23bf6e849c8/c51_lb_728_300_t10.m3u8?key=0baa5db205ac0d2962788b935d5dc8a5c&dis_t=1752408293&random=1&rand_hash=0&uuid=6f1d53dc-6873a0e5-454&qdpv=3&qd_bid=1&qd_sft=0&pv=0.1&cpt=0

乡野专区,https://iptv.catvod.com/yy/79122

动漫音乐专场,http://live.nctv.top/douyu1.php?id=9409703

动物专区,https://iptv.catvod.com/yy/1382736918

双笙专场,http://live.nctv.top/douyu1.php?id=6476693

国漫专区,https://iptv.catvod.com/yy/630045

娱乐专区,https://iptv.catvod.com/yy/1509085223

娱乐新闻,http://cdn6.163189.xyz/163189/ylxw

宇宙探索飞船,http://live.nctv.top/douyu1.php?id=9456028

宇宙视界,http://live.nctv.top/douyu1.php?id=9498354

宋小宝专场,http://live.nctv.top/douyu1.php?id=9817729

室外专场,http://live.nctv.top/douyu1.php?id=9627625

少儿专区,https://iptv.catvod.com/yy/1382736904

日漫专区,https://iptv.catvod.com/yy/1459675153

棋牌专区,https://iptv.catvod.com/yy/787942

沈腾马丽专场,http://live.nctv.top/douyu1.php?id=10153463

湖南娱乐,https://phoneal.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNYLMPP360.m3u8

澳门综艺,https://cdn6.163189.xyz/163189/amzy
澳门综艺,http://cdn6.163189.xyz/163189/amzy

电影专区,https://iptv.catvod.com/yy/1354930209

篮球专区,https://iptv.catvod.com/yy/1354946982

经典电影,https://kbpull.kktv8.com/livekktv/99350550/playlist.m3u8

翻唱专场,http://live.nctv.top/douyu1.php?id=9572351

苏州娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8

许君聪专场,http://live.nctv.top/douyu1.php?id=10419558

贾玲专场,http://live.nctv.top/douyu1.php?id=10419541

赵本山专场,http://live.nctv.top/douyu1.php?id=9817716

越野专区,https://iptv.catvod.com/yy/1354946983

邵氏喜剧,http://feilong123.vip/409990236/tv.php?id=ssxj
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub


号·卫视剧场,#genre#
三沙卫视,http://222.140.13.12:1234/961023778
三沙卫视,http://101.6.130.52:1234/961023778
三沙卫视,http://204.12.221.218:8181/3m1080p/ssws.m3u8
三沙卫视,http://192.151.150.154/live/ssws.m3u8

东南卫视,http://207.56.13.146:81/cdnlive/dnws.m3u8
东南卫视,http://222.90.21.30:9901/hls/30/index.m3u8
东南卫视,http://222.140.13.12:1234/849116810
东南卫视,http://101.6.130.52:1234/849116810
东南卫视,http://192.151.150.154/live/dnwshd.m3u8
东南卫视,http://204.12.221.218:8181/3m1080p/dnws.m3u8

东方卫视,http://207.56.13.146:81/cdnlive/dfws.m3u8
东方卫视,http://222.90.21.30:9901/hls/20/index.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://222.140.13.12:1234/651632648
东方卫视,http://101.6.130.52:1234/651632648
东方卫视,http://173.208.212.130:8181/720p/dfws.m3u8
东方卫视,http://192.151.150.154/live/dfwshd.m3u8
东方卫视,http://204.12.221.218:8181/3m1080p/dfws.m3u8

中国农林卫视,http://222.140.13.12:1234/956904896
中国农林卫视,http://101.6.130.52:1234/956904896

云南卫视,http://207.56.13.146:81/cdnlive/ynws.m3u8
云南卫视,http://204.12.221.218:8181/3m1080p/ynws.m3u8
云南卫视,http://192.151.150.154/live/ynwshd.m3u8

人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8

兵团卫视,http://222.90.21.30:9901/hls/65/index.m3u8
兵团卫视,http://222.140.13.12:1234/956923145
兵团卫视,http://101.6.130.52:1234/956923145
兵团卫视,http://192.151.150.154/live/btws.m3u8
兵团卫视,http://204.12.221.218:8181/3m1080p/btws.m3u8

内蒙古卫视,http://207.56.13.146:81/cdnlive/nmgws.m3u8
内蒙古卫视,http://222.90.21.30:9901/hls/40/index.m3u8
内蒙古卫视,http://192.151.150.154/live/nmgws.m3u8
内蒙古卫视,http://204.12.221.218:8181/3m1080p/nmgws.m3u8

农林卫视,http://8.138.7.223/%E3%80%90%E5%85%AC%E4%BC%97%E5%8F%B7%EF%BC%9A%E6%A6%B4%E8%8A%92%E7%94%B5%E8%A7%86%E3%80%91/%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86.m3u8
农林卫视,http://222.90.21.30:9901/hls/66/index.m3u8
农林卫视,http://204.12.221.218:8181/3m1080p/snnl.m3u8

北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8
北京卫视,http://222.140.13.12:1234/630287636
北京卫视,http://101.6.130.52:1234/630287636
北京卫视,http://222.90.21.30:9901/hls/23/index.m3u8
北京卫视,http://204.12.221.218:8181/3m1080p/bjws.m3u8
北京卫视,http://173.208.212.130:8181/720p/bjws.m3u8
北京卫视,http://192.151.150.154/live/bjwshd.m3u8

卫视,http://61.161.61.127:9004/hls/57/index.m3u8
卫视,http://61.161.61.127:9004/hls/33/index.m3u8
卫视,http://61.161.61.127:9004/hls/35/index.m3u8
卫视,http://61.161.61.127:9004/hls/44/index.m3u8
卫视,http://61.161.61.127:9004/hls/31/index.m3u8
卫视,http://61.161.61.127:9004/hls/45/index.m3u8
卫视,http://61.161.61.127:9004/hls/37/index.m3u8
卫视,http://61.161.61.127:9004/hls/32/index.m3u8

厦门卫视,http://222.90.21.30:9901/hls/68/index.m3u8
厦门卫视,http://204.12.221.218:8181/3m1080p/xmws.m3u8
厦门卫视,http://192.151.150.154/live/xmws.m3u8

吉林卫视,http://207.56.13.146:81/cdnlive/jlws.m3u8
吉林卫视,http://222.90.21.30:9901/hls/35/index.m3u8
吉林卫视,http://222.140.13.12:1234/947472500
吉林卫视,http://101.6.130.52:1234/947472500
吉林卫视,http://204.12.221.218:8181/3m1080p/jlws.m3u8
吉林卫视,http://192.151.150.154/live/jlwshd.m3u8

四川卫视,http://207.56.13.146:81/cdnlive/scws.m3u8
四川卫视,http://222.90.21.30:9901/hls/45/index.m3u8
四川卫视,http://192.151.150.154/live/scwshd.m3u8
四川卫视,http://204.12.221.218:8181/3m1080p/scws.m3u8

大湾区卫视,http://222.140.13.12:1234/608917627
大湾区卫视,http://101.6.130.52:1234/608917627
大湾区卫视,http://192.151.150.154/live/nfws.m3u8

天津卫视,http://207.56.13.146:81/cdnlive/tjws.m3u8
天津卫视,http://222.90.21.30:9901/hls/43/index.m3u8
天津卫视,http://192.151.150.154/live/tjwshd.m3u8
天津卫视,http://173.208.212.130:8181/720p/tjws.m3u8
天津卫视,http://204.12.221.218:8181/3m1080p/tjws.m3u8

宁夏卫视,http://207.56.13.146:81/cdnlive/nxws.m3u8
宁夏卫视,http://222.140.13.12:1234/738910535
宁夏卫视,http://101.6.130.52:1234/738910535
宁夏卫视,http://192.151.150.154/live/nxws.m3u8
宁夏卫视,http://204.12.221.218:8181/3m1080p/nxws.m3u8

安徽卫视,http://207.56.13.146:81/cdnlive/ahws.m3u8
安徽卫视,http://222.90.21.30:9901/hls/25/index.m3u8
安徽卫视,http://173.208.212.130:8181/720p/ahws.m3u8
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
安徽卫视,http://192.151.150.154/live/ahwshd.m3u8

山东卫视,http://207.56.13.146:81/cdnlive/sdws.m3u8
山东卫视,http://222.90.21.30:9901/hls/26/index.m3u8
山东卫视,http://173.208.212.130:8181/720p/sdws.m3u8
山东卫视,http://192.151.150.154/live/sdwshd.m3u8
山东卫视,http://204.12.221.218:8181/3m1080p/sdws.m3u8

山西卫视,http://207.56.13.146:81/cdnlive/sxws.m3u8
山西卫视,http://222.90.21.30:9901/hls/32/index.m3u8
山西卫视,http://192.151.150.154/live/sxwshd.m3u8
山西卫视,http://204.12.221.218:8181/3m1080p/sxws.m3u8

广东卫视,http://207.56.13.146:81/cdnlive/gdws.m3u8
广东卫视,http://222.90.21.30:9901/hls/22/index.m3u8
广东卫视,http://222.140.13.12:1234/608831231
广东卫视,http://101.6.130.52:1234/608831231
广东卫视,http://204.12.221.218:8181/3m1080p/gdws.m3u8
广东卫视,http://173.208.212.130:8181/720p/gdws.m3u8
广东卫视,http://192.151.150.154/live/gdwshd.m3u8

广西卫视,http://207.56.13.146:81/cdnlive/gxws.m3u8
广西卫视,http://192.151.150.154/live/gxwshd.m3u8

延边卫视,http://222.90.21.30:9901/hls/67/index.m3u8
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8
延边卫视,http://204.12.221.218:8181/3m1080p/ybws.m3u8

新疆卫视,http://207.56.13.146:81/cdnlive/xjws.m3u8
新疆卫视,http://222.90.21.30:9901/hls/41/index.m3u8
新疆卫视,http://204.12.221.218:8181/3m1080p/xjws.m3u8
新疆卫视,http://192.151.150.154/live/xjws.m3u8

江苏卫视,http://207.56.13.146:81/cdnlive/jsws.m3u8
江苏卫视,http://222.90.21.30:9901/hls/24/index.m3u8
江苏卫视,http://222.140.13.12:1234/623899368
江苏卫视,http://101.6.130.52:1234/623899368
江苏卫视,http://173.208.212.130:8181/720p/jsws.m3u8
江苏卫视,http://173.208.212.130:8181/1080p/jsws.m3u8
江苏卫视,http://192.151.150.154/live/jswshd.m3u8
江苏卫视,http://204.12.221.218:8181/3m1080p/jsws.m3u8

江西卫视,http://207.56.13.146:81/cdnlive/jxws.m3u8
江西卫视,http://222.140.13.12:1234/783847495
江西卫视,http://101.6.130.52:1234/783847495
江西卫视,http://192.151.150.154/live/jxwshd.m3u8
江西卫视,http://204.12.221.218:8181/3m1080p/jxws.m3u8

河北卫视,http://207.56.13.146:81/cdnlive/hews.m3u8
河北卫视,http://222.90.21.30:9901/hls/44/index.m3u8
河北卫视,http://222.140.13.12:1234/962042070
河北卫视,http://101.6.130.52:1234/962042070
河北卫视,http://173.208.212.130:8181/720p/hews.m3u8
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8

河南卫视,http://207.56.13.146:81/cdnlive/haws.m3u8
河南卫视,http://222.90.21.30:9901/hls/31/index.m3u8
河南卫视,http://222.140.13.12:1234/790187291
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://101.6.130.52:1234/790187291
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河南卫视,http://192.151.150.154/live/hawshd.m3u8
河南卫视,http://173.208.212.130:8181/720p/haws.m3u8

浙江卫视,http://207.56.13.146:81/cdnlive/zjws.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?#http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8$1甘电HD直
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$3甘电FD直
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://222.90.21.30:9901/hls/21/index.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$2甘电FD直
浙江卫视,http://173.208.212.130:8181/1080p/zjws.m3u8

海南卫视,http://207.56.13.146:81/cdnlive/lyws.m3u8
海南卫视,http://222.140.13.12:1234/947472502
海南卫视,http://101.6.130.52:1234/947472502
海南卫视,http://222.90.21.30:9901/hls/37/index.m3u8
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8

海峡卫视,http://8.138.7.223/tv/hxws.m3u8
海峡卫视,http://222.140.13.12:1234/849119120
海峡卫视,http://101.6.130.52:1234/849119120

深圳卫视,http://207.56.13.146:81/cdnlive/szws.m3u8
